Date,Site,Type,City,State,Salinity,Temp,Month,Year,Where,Species,Common,Present
2013-07-12T00:00:00Z,Siegel's Reef,Tidepool,South Portland,Maine,25,19,Jul,2013,Mainland,Membranipora sp.,Lacy Crust Bryozoan,TRUE
2013-07-12T00:00:00Z,Siegel's Reef,Tidepool,South Portland,Maine,25,19,Jul,2013,Mainland,Carcinus maenas,Green Crab,TRUE
2013-07-12T00:00:00Z,Siegel's Reef,Tidepool,South Portland,Maine,25,19,Jul,2013,Mainland,Ascidiella aspersa,Sea Squirt,FALSE
2013-07-12T00:00:00Z,Siegel's Reef,Tidepool,South Portland,Maine,25,19,Jul,2013,Mainland,Hemigrapsus sanguineus,Asian Shore Crab,FALSE
2013-07-12T00:00:00Z,Siegel's Reef,Tidepool,South Portland,Maine,25,19,Jul,2013,Mainland,Styela clava,Club Tunicate,TRUE
2013-07-12T00:00:00Z,Siegel's Reef,Tidepool,South Portland,Maine,25,19,Jul,2013,Mainland,Ostrea edulis,European Oyster,FALSE
2013-07-12T00:00:00Z,Siegel's Reef,Tidepool,South Portland,Maine,25,19,Jul,2013,Mainland,Bugula neritina,Purple Bushy Bryozoan,FALSE
2013-07-12T00:00:00Z,Siegel's Reef,Tidepool,South Portland,Maine,25,19,Jul,2013,Mainland,Caprella mutica,Skeleton Shrimp,FALSE
2013-07-12T00:00:00Z,Siegel's Reef,Tidepool,South Portland,Maine,25,19,Jul,2013,Mainland,Diplosoma listerianum,Diplosoma Tunicate,FALSE
2013-07-12T00:00:00Z,Siegel's Reef,Tidepool,South Portland,Maine,25,19,Jul,2013,Mainland,Didemnum vexillum,"""Mystery"" Colonial Tunicate",FALSE
2013-07-12T00:00:00Z,Siegel's Reef,Tidepool,South Portland,Maine,25,19,Jul,2013,Mainland,"NA",NA,FALSE
2013-07-12T00:00:00Z,Siegel's Reef,Tidepool,South Portland,Maine,25,19,Jul,2013,Mainland,Colpomenia pereqrina,NA,FALSE
2013-07-12T00:00:00Z,Siegel's Reef,Tidepool,South Portland,Maine,25,19,Jul,2013,Mainland,Diadumene lineata,Striped Anemone,FALSE
2013-07-12T00:00:00Z,Siegel's Reef,Tidepool,South Portland,Maine,25,19,Jul,2013,Mainland,Codium fragile,Green Fleece,FALSE
2013-07-12T00:00:00Z,Siegel's Reef,Tidepool,South Portland,Maine,25,19,Jul,2013,Mainland,Corella eumyota,Tunicate,FALSE
2013-07-12T00:00:00Z,Siegel's Reef,Tidepool,South Portland,Maine,25,19,Jul,2013,Mainland,Palaemon elegans,European Rock Shrimp,FALSE
2013-07-12T00:00:00Z,Siegel's Reef,Tidepool,South Portland,Maine,25,19,Jul,2013,Mainland,Tricellaria inopinata,Unexpected Bryozoan,FALSE
2013-07-12T00:00:00Z,Siegel's Reef,Tidepool,South Portland,Maine,25,17,Jul,2013,Mainland,Botrylloides violaceus,Sheath Tunicate,TRUE
2013-07-12T00:00:00Z,Siegel's Reef,Tidepool,South Portland,Maine,25,17,Jul,2013,Mainland,Botryllus schlosseri,Golden Star Tunicate,TRUE
2013-07-12T00:00:00Z,Siegel's Reef,Tidepool,South Portland,Maine,25,17,Jul,2013,Mainland,Membranipora sp.,Lacy Crust Bryozoan,TRUE
2013-07-12T00:00:00Z,Siegel's Reef,Tidepool,South Portland,Maine,25,17,Jul,2013,Mainland,Carcinus maenas,Green Crab,FALSE
2013-07-12T00:00:00Z,Siegel's Reef,Tidepool,South Portland,Maine,25,17,Jul,2013,Mainland,Ascidiella aspersa,Sea Squirt,FALSE
2013-07-12T00:00:00Z,Siegel's Reef,Tidepool,South Portland,Maine,25,17,Jul,2013,Mainland,Hemigrapsus sanguineus,Asian Shore Crab,FALSE
2013-07-12T00:00:00Z,Siegel's Reef,Tidepool,South Portland,Maine,25,17,Jul,2013,Mainland,Styela clava,Club Tunicate,TRUE
2013-07-12T00:00:00Z,Siegel's Reef,Tidepool,South Portland,Maine,25,17,Jul,2013,Mainland,Ostrea edulis,European Oyster,FALSE
2013-07-12T00:00:00Z,Siegel's Reef,Tidepool,South Portland,Maine,25,17,Jul,2013,Mainland,Bugula neritina,Purple Bushy Bryozoan,FALSE
2013-07-12T00:00:00Z,Siegel's Reef,Tidepool,South Portland,Maine,25,17,Jul,2013,Mainland,Caprella mutica,Skeleton Shrimp,FALSE
2013-07-12T00:00:00Z,Siegel's Reef,Tidepool,South Portland,Maine,25,17,Jul,2013,Mainland,Diplosoma listerianum,Diplosoma Tunicate,FALSE
2013-07-12T00:00:00Z,Siegel's Reef,Tidepool,South Portland,Maine,25,17,Jul,2013,Mainland,Didemnum vexillum,"""Mystery"" Colonial Tunicate",FALSE
2013-07-12T00:00:00Z,Siegel's Reef,Tidepool,South Portland,Maine,25,17,Jul,2013,Mainland,"NA",NA,FALSE
2013-07-12T00:00:00Z,Siegel's Reef,Tidepool,South Portland,Maine,25,17,Jul,2013,Mainland,Colpomenia pereqrina,NA,FALSE
2013-07-12T00:00:00Z,Siegel's Reef,Tidepool,South Portland,Maine,25,17,Jul,2013,Mainland,Diadumene lineata,Striped Anemone,FALSE
2013-07-12T00:00:00Z,Siegel's Reef,Tidepool,South Portland,Maine,25,17,Jul,2013,Mainland,Codium fragile,Green Fleece,FALSE
2013-07-12T00:00:00Z,Siegel's Reef,Tidepool,South Portland,Maine,25,17,Jul,2013,Mainland,Corella eumyota,Tunicate,FALSE
2013-07-12T00:00:00Z,Siegel's Reef,Tidepool,South Portland,Maine,25,17,Jul,2013,Mainland,Palaemon elegans,European Rock Shrimp,FALSE
2013-07-12T00:00:00Z,Siegel's Reef,Tidepool,South Portland,Maine,25,17,Jul,2013,Mainland,Tricellaria inopinata,Unexpected Bryozoan,FALSE
2013-09-14T00:00:00Z,Siegel's Reef,Tidepool,South Portland,Maine,20,25,Sep,2013,Mainland,Botrylloides violaceus,Sheath Tunicate,TRUE
2013-09-14T00:00:00Z,Siegel's Reef,Tidepool,South Portland,Maine,20,25,Sep,2013,Mainland,Botryllus schlosseri,Golden Star Tunicate,FALSE
2013-09-14T00:00:00Z,Siegel's Reef,Tidepool,South Portland,Maine,20,25,Sep,2013,Mainland,Membranipora sp.,Lacy Crust Bryozoan,TRUE
2013-09-14T00:00:00Z,Siegel's Reef,Tidepool,South Portland,Maine,20,25,Sep,2013,Mainland,Carcinus maenas,Green Crab,TRUE
2013-09-14T00:00:00Z,Siegel's Reef,Tidepool,South Portland,Maine,20,25,Sep,2013,Mainland,Ascidiella aspersa,Sea Squirt,FALSE
2013-09-14T00:00:00Z,Siegel's Reef,Tidepool,South Portland,Maine,20,25,Sep,2013,Mainland,Hemigrapsus sanguineus,Asian Shore Crab,FALSE
2013-09-14T00:00:00Z,Siegel's Reef,Tidepool,South Portland,Maine,20,25,Sep,2013,Mainland,Styela clava,Club Tunicate,TRUE
2013-09-14T00:00:00Z,Siegel's Reef,Tidepool,South Portland,Maine,20,25,Sep,2013,Mainland,Ostrea edulis,European Oyster,TRUE
2013-09-14T00:00:00Z,Siegel's Reef,Tidepool,South Portland,Maine,20,25,Sep,2013,Mainland,Bugula neritina,Purple Bushy Bryozoan,FALSE
2013-09-14T00:00:00Z,Siegel's Reef,Tidepool,South Portland,Maine,20,25,Sep,2013,Mainland,Caprella mutica,Skeleton Shrimp,FALSE
2013-09-14T00:00:00Z,Siegel's Reef,Tidepool,South Portland,Maine,20,25,Sep,2013,Mainland,Diplosoma listerianum,Diplosoma Tunicate,FALSE
2013-09-14T00:00:00Z,Siegel's Reef,Tidepool,South Portland,Maine,20,25,Sep,2013,Mainland,Didemnum vexillum,"""Mystery"" Colonial Tunicate",FALSE
2013-09-14T00:00:00Z,Siegel's Reef,Tidepool,South Portland,Maine,20,25,Sep,2013,Mainland,"NA",NA,FALSE
2013-09-14T00:00:00Z,Siegel's Reef,Tidepool,South Portland,Maine,20,25,Sep,2013,Mainland,Colpomenia pereqrina,NA,FALSE
2013-09-14T00:00:00Z,Siegel's Reef,Tidepool,South Portland,Maine,20,25,Sep,2013,Mainland,Diadumene lineata,Striped Anemone,FALSE
2013-09-14T00:00:00Z,Siegel's Reef,Tidepool,South Portland,Maine,20,25,Sep,2013,Mainland,Codium fragile,Green Fleece,FALSE
2013-09-14T00:00:00Z,Siegel's Reef,Tidepool,South Portland,Maine,20,25,Sep,2013,Mainland,Corella eumyota,Tunicate,FALSE
2013-09-14T00:00:00Z,Siegel's Reef,Tidepool,South Portland,Maine,20,25,Sep,2013,Mainland,Palaemon elegans,European Rock Shrimp,FALSE
2013-09-14T00:00:00Z,Siegel's Reef,Tidepool,South Portland,Maine,20,25,Sep,2013,Mainland,Tricellaria inopinata,Unexpected Bryozoan,FALSE
2013-09-14T00:00:00Z,SMCC Dock,Dock,South Portland,Maine,18,17,Sep,2013,Mainland,Botrylloides violaceus,Sheath Tunicate,TRUE
2013-09-14T00:00:00Z,SMCC Dock,Dock,South Portland,Maine,18,17,Sep,2013,Mainland,Botryllus schlosseri,Golden Star Tunicate,TRUE
2013-09-14T00:00:00Z,SMCC Dock,Dock,South Portland,Maine,18,17,Sep,2013,Mainland,Membranipora sp.,Lacy Crust Bryozoan,TRUE
2013-09-14T00:00:00Z,SMCC Dock,Dock,South Portland,Maine,18,17,Sep,2013,Mainland,Carcinus maenas,Green Crab,FALSE
2013-09-14T00:00:00Z,SMCC Dock,Dock,South Portland,Maine,18,17,Sep,2013,Mainland,Ascidiella aspersa,Sea Squirt,TRUE
2013-09-14T00:00:00Z,SMCC Dock,Dock,South Portland,Maine,18,17,Sep,2013,Mainland,Hemigrapsus sanguineus,Asian Shore Crab,FALSE
2013-09-14T00:00:00Z,SMCC Dock,Dock,South Portland,Maine,18,17,Sep,2013,Mainland,Styela clava,Club Tunicate,TRUE
2013-09-14T00:00:00Z,SMCC Dock,Dock,South Portland,Maine,18,17,Sep,2013,Mainland,Ostrea edulis,European Oyster,FALSE
2013-09-14T00:00:00Z,SMCC Dock,Dock,South Portland,Maine,18,17,Sep,2013,Mainland,Bugula neritina,Purple Bushy Bryozoan,FALSE
2013-09-14T00:00:00Z,SMCC Dock,Dock,South Portland,Maine,18,17,Sep,2013,Mainland,Caprella mutica,Skeleton Shrimp,FALSE
2013-09-14T00:00:00Z,SMCC Dock,Dock,South Portland,Maine,18,17,Sep,2013,Mainland,Diplosoma listerianum,Diplosoma Tunicate,FALSE
2013-09-14T00:00:00Z,SMCC Dock,Dock,South Portland,Maine,18,17,Sep,2013,Mainland,Didemnum vexillum,"""Mystery"" Colonial Tunicate",FALSE
2013-09-14T00:00:00Z,SMCC Dock,Dock,South Portland,Maine,18,17,Sep,2013,Mainland,"NA",NA,FALSE
2013-09-14T00:00:00Z,SMCC Dock,Dock,South Portland,Maine,18,17,Sep,2013,Mainland,Colpomenia pereqrina,NA,FALSE
2013-09-14T00:00:00Z,SMCC Dock,Dock,South Portland,Maine,18,17,Sep,2013,Mainland,Diadumene lineata,Striped Anemone,FALSE
2013-09-14T00:00:00Z,SMCC Dock,Dock,South Portland,Maine,18,17,Sep,2013,Mainland,Codium fragile,Green Fleece,FALSE
2013-09-14T00:00:00Z,SMCC Dock,Dock,South Portland,Maine,18,17,Sep,2013,Mainland,Corella eumyota,Tunicate,FALSE
2013-09-14T00:00:00Z,SMCC Dock,Dock,South Portland,Maine,18,17,Sep,2013,Mainland,Palaemon elegans,European Rock Shrimp,FALSE
2013-09-14T00:00:00Z,SMCC Dock,Dock,South Portland,Maine,18,17,Sep,2013,Mainland,Tricellaria inopinata,Unexpected Bryozoan,FALSE
2014-06-15T00:00:00Z,Peaks Dock,Dock,Portland,Maine,NA,14,Jun,2014,Peaks,Botrylloides violaceus,Sheath Tunicate,FALSE
2014-06-15T00:00:00Z,Peaks Dock,Dock,Portland,Maine,NA,14,Jun,2014,Peaks,Botryllus schlosseri,Golden Star Tunicate,FALSE
2014-06-15T00:00:00Z,Peaks Dock,Dock,Portland,Maine,NA,14,Jun,2014,Peaks,Membranipora sp.,Lacy Crust Bryozoan,FALSE
2014-06-15T00:00:00Z,Peaks Dock,Dock,Portland,Maine,NA,14,Jun,2014,Peaks,Carcinus maenas,Green Crab,FALSE
2014-06-15T00:00:00Z,Peaks Dock,Dock,Portland,Maine,NA,14,Jun,2014,Peaks,Ascidiella aspersa,Sea Squirt,FALSE
2014-06-15T00:00:00Z,Peaks Dock,Dock,Portland,Maine,NA,14,Jun,2014,Peaks,Hemigrapsus sanguineus,Asian Shore Crab,FALSE
2014-06-15T00:00:00Z,Peaks Dock,Dock,Portland,Maine,NA,14,Jun,2014,Peaks,Styela clava,Club Tunicate,FALSE
2014-06-15T00:00:00Z,Peaks Dock,Dock,Portland,Maine,NA,14,Jun,2014,Peaks,Ostrea edulis,European Oyster,FALSE
2014-06-15T00:00:00Z,Peaks Dock,Dock,Portland,Maine,NA,14,Jun,2014,Peaks,Bugula neritina,Purple Bushy Bryozoan,TRUE
2014-06-15T00:00:00Z,Peaks Dock,Dock,Portland,Maine,NA,14,Jun,2014,Peaks,Caprella mutica,Skeleton Shrimp,TRUE
2014-06-15T00:00:00Z,Peaks Dock,Dock,Portland,Maine,NA,14,Jun,2014,Peaks,Diplosoma listerianum,Diplosoma Tunicate,FALSE
2014-06-15T00:00:00Z,Peaks Dock,Dock,Portland,Maine,NA,14,Jun,2014,Peaks,Didemnum vexillum,"""Mystery"" Colonial Tunicate",FALSE
2014-06-15T00:00:00Z,Peaks Dock,Dock,Portland,Maine,NA,14,Jun,2014,Peaks,"NA",NA,FALSE
2014-06-15T00:00:00Z,Peaks Dock,Dock,Portland,Maine,NA,14,Jun,2014,Peaks,Colpomenia pereqrina,NA,FALSE
2014-06-15T00:00:00Z,Peaks Dock,Dock,Portland,Maine,NA,14,Jun,2014,Peaks,Diadumene lineata,Striped Anemone,FALSE
2014-06-15T00:00:00Z,Peaks Dock,Dock,Portland,Maine,NA,14,Jun,2014,Peaks,Codium fragile,Green Fleece,FALSE
2014-06-15T00:00:00Z,Peaks Dock,Dock,Portland,Maine,NA,14,Jun,2014,Peaks,Corella eumyota,Tunicate,FALSE
2014-06-15T00:00:00Z,Peaks Dock,Dock,Portland,Maine,NA,14,Jun,2014,Peaks,Palaemon elegans,European Rock Shrimp,FALSE
2014-06-15T00:00:00Z,Peaks Dock,Dock,Portland,Maine,NA,14,Jun,2014,Peaks,Tricellaria inopinata,Unexpected Bryozoan,FALSE
2014-06-16T00:00:00Z,Chebeague Stone Pier,Dock,Chebeague,Maine,NA,14,Jun,2014,Chebeague,Botrylloides violaceus,Sheath Tunicate,TRUE
2014-06-16T00:00:00Z,Chebeague Stone Pier,Dock,Chebeague,Maine,NA,14,Jun,2014,Chebeague,Botryllus schlosseri,Golden Star Tunicate,FALSE
2014-06-16T00:00:00Z,Chebeague Stone Pier,Dock,Chebeague,Maine,NA,14,Jun,2014,Chebeague,Membranipora sp.,Lacy Crust Bryozoan,FALSE
2014-06-16T00:00:00Z,Chebeague Stone Pier,Dock,Chebeague,Maine,NA,14,Jun,2014,Chebeague,Carcinus maenas,Green Crab,FALSE
2014-06-16T00:00:00Z,Chebeague Stone Pier,Dock,Chebeague,Maine,NA,14,Jun,2014,Chebeague,Ascidiella aspersa,Sea Squirt,FALSE
2014-06-16T00:00:00Z,Chebeague Stone Pier,Dock,Chebeague,Maine,NA,14,Jun,2014,Chebeague,Hemigrapsus sanguineus,Asian Shore Crab,FALSE
2014-06-16T00:00:00Z,Chebeague Stone Pier,Dock,Chebeague,Maine,NA,14,Jun,2014,Chebeague,Styela clava,Club Tunicate,FALSE
2014-06-16T00:00:00Z,Chebeague Stone Pier,Dock,Chebeague,Maine,NA,14,Jun,2014,Chebeague,Ostrea edulis,European Oyster,FALSE
2014-06-16T00:00:00Z,Chebeague Stone Pier,Dock,Chebeague,Maine,NA,14,Jun,2014,Chebeague,Bugula neritina,Purple Bushy Bryozoan,FALSE
2014-06-16T00:00:00Z,Chebeague Stone Pier,Dock,Chebeague,Maine,NA,14,Jun,2014,Chebeague,Caprella mutica,Skeleton Shrimp,TRUE
2014-06-16T00:00:00Z,Chebeague Stone Pier,Dock,Chebeague,Maine,NA,14,Jun,2014,Chebeague,Diplosoma listerianum,Diplosoma Tunicate,FALSE
2014-06-16T00:00:00Z,Chebeague Stone Pier,Dock,Chebeague,Maine,NA,14,Jun,2014,Chebeague,Didemnum vexillum,"""Mystery"" Colonial Tunicate",FALSE
2014-06-16T00:00:00Z,Chebeague Stone Pier,Dock,Chebeague,Maine,NA,14,Jun,2014,Chebeague,"NA",NA,FALSE
2014-06-16T00:00:00Z,Chebeague Stone Pier,Dock,Chebeague,Maine,NA,14,Jun,2014,Chebeague,Colpomenia pereqrina,NA,FALSE
2014-06-16T00:00:00Z,Chebeague Stone Pier,Dock,Chebeague,Maine,NA,14,Jun,2014,Chebeague,Diadumene lineata,Striped Anemone,FALSE
2014-06-16T00:00:00Z,Chebeague Stone Pier,Dock,Chebeague,Maine,NA,14,Jun,2014,Chebeague,Codium fragile,Green Fleece,FALSE
2014-06-16T00:00:00Z,Chebeague Stone Pier,Dock,Chebeague,Maine,NA,14,Jun,2014,Chebeague,Corella eumyota,Tunicate,FALSE
2014-06-16T00:00:00Z,Chebeague Stone Pier,Dock,Chebeague,Maine,NA,14,Jun,2014,Chebeague,Palaemon elegans,European Rock Shrimp,FALSE
2014-06-16T00:00:00Z,Chebeague Stone Pier,Dock,Chebeague,Maine,NA,14,Jun,2014,Chebeague,Tricellaria inopinata,Unexpected Bryozoan,FALSE
2014-06-16T00:00:00Z,Siegel's Reef,Tidepool,South Portland,Maine,NA,18.2,Jun,2014,Mainland,Botrylloides violaceus,Sheath Tunicate,TRUE
2014-06-16T00:00:00Z,Siegel's Reef,Tidepool,South Portland,Maine,NA,18.2,Jun,2014,Mainland,Botryllus schlosseri,Golden Star Tunicate,TRUE
2014-06-16T00:00:00Z,Siegel's Reef,Tidepool,South Portland,Maine,NA,18.2,Jun,2014,Mainland,Membranipora sp.,Lacy Crust Bryozoan,FALSE
2014-06-16T00:00:00Z,Siegel's Reef,Tidepool,South Portland,Maine,NA,18.2,Jun,2014,Mainland,Carcinus maenas,Green Crab,TRUE
2014-06-16T00:00:00Z,Siegel's Reef,Tidepool,South Portland,Maine,NA,18.2,Jun,2014,Mainland,Ascidiella aspersa,Sea Squirt,FALSE
2014-06-16T00:00:00Z,Siegel's Reef,Tidepool,South Portland,Maine,NA,18.2,Jun,2014,Mainland,Hemigrapsus sanguineus,Asian Shore Crab,FALSE
2014-06-16T00:00:00Z,Siegel's Reef,Tidepool,South Portland,Maine,NA,18.2,Jun,2014,Mainland,Styela clava,Club Tunicate,FALSE
2014-06-16T00:00:00Z,Siegel's Reef,Tidepool,South Portland,Maine,NA,18.2,Jun,2014,Mainland,Ostrea edulis,European Oyster,TRUE
2014-06-16T00:00:00Z,Siegel's Reef,Tidepool,South Portland,Maine,NA,18.2,Jun,2014,Mainland,Bugula neritina,Purple Bushy Bryozoan,FALSE
2014-06-16T00:00:00Z,Siegel's Reef,Tidepool,South Portland,Maine,NA,18.2,Jun,2014,Mainland,Caprella mutica,Skeleton Shrimp,TRUE
2014-06-16T00:00:00Z,Siegel's Reef,Tidepool,South Portland,Maine,NA,18.2,Jun,2014,Mainland,Diplosoma listerianum,Diplosoma Tunicate,FALSE
2014-06-16T00:00:00Z,Siegel's Reef,Tidepool,South Portland,Maine,NA,18.2,Jun,2014,Mainland,Didemnum vexillum,"""Mystery"" Colonial Tunicate",FALSE
2014-06-16T00:00:00Z,Siegel's Reef,Tidepool,South Portland,Maine,NA,18.2,Jun,2014,Mainland,"NA",NA,FALSE
2014-06-16T00:00:00Z,Siegel's Reef,Tidepool,South Portland,Maine,NA,18.2,Jun,2014,Mainland,Colpomenia pereqrina,NA,FALSE
2014-06-16T00:00:00Z,Siegel's Reef,Tidepool,South Portland,Maine,NA,18.2,Jun,2014,Mainland,Diadumene lineata,Striped Anemone,FALSE
2014-06-16T00:00:00Z,Siegel's Reef,Tidepool,South Portland,Maine,NA,18.2,Jun,2014,Mainland,Codium fragile,Green Fleece,FALSE
2014-06-16T00:00:00Z,Siegel's Reef,Tidepool,South Portland,Maine,NA,18.2,Jun,2014,Mainland,Corella eumyota,Tunicate,FALSE
2014-06-16T00:00:00Z,Siegel's Reef,Tidepool,South Portland,Maine,NA,18.2,Jun,2014,Mainland,Palaemon elegans,European Rock Shrimp,FALSE
2014-06-16T00:00:00Z,Siegel's Reef,Tidepool,South Portland,Maine,NA,18.2,Jun,2014,Mainland,Tricellaria inopinata,Unexpected Bryozoan,FALSE
2014-06-16T00:00:00Z,SMCC Dock,Dock,South Portland,Maine,NA,14.6,Jun,2014,Mainland,Botrylloides violaceus,Sheath Tunicate,FALSE
2014-06-16T00:00:00Z,SMCC Dock,Dock,South Portland,Maine,NA,14.6,Jun,2014,Mainland,Botryllus schlosseri,Golden Star Tunicate,FALSE
2014-06-16T00:00:00Z,SMCC Dock,Dock,South Portland,Maine,NA,14.6,Jun,2014,Mainland,Membranipora sp.,Lacy Crust Bryozoan,FALSE
2014-06-16T00:00:00Z,SMCC Dock,Dock,South Portland,Maine,NA,14.6,Jun,2014,Mainland,Carcinus maenas,Green Crab,FALSE
2014-06-16T00:00:00Z,SMCC Dock,Dock,South Portland,Maine,NA,14.6,Jun,2014,Mainland,Ascidiella aspersa,Sea Squirt,TRUE
2014-06-16T00:00:00Z,SMCC Dock,Dock,South Portland,Maine,NA,14.6,Jun,2014,Mainland,Hemigrapsus sanguineus,Asian Shore Crab,FALSE
2014-06-16T00:00:00Z,SMCC Dock,Dock,South Portland,Maine,NA,14.6,Jun,2014,Mainland,Styela clava,Club Tunicate,FALSE
2014-06-16T00:00:00Z,SMCC Dock,Dock,South Portland,Maine,NA,14.6,Jun,2014,Mainland,Ostrea edulis,European Oyster,FALSE
2014-06-16T00:00:00Z,SMCC Dock,Dock,South Portland,Maine,NA,14.6,Jun,2014,Mainland,Bugula neritina,Purple Bushy Bryozoan,FALSE
2014-06-16T00:00:00Z,SMCC Dock,Dock,South Portland,Maine,NA,14.6,Jun,2014,Mainland,Caprella mutica,Skeleton Shrimp,FALSE
2014-06-16T00:00:00Z,SMCC Dock,Dock,South Portland,Maine,NA,14.6,Jun,2014,Mainland,Diplosoma listerianum,Diplosoma Tunicate,FALSE
2014-06-16T00:00:00Z,SMCC Dock,Dock,South Portland,Maine,NA,14.6,Jun,2014,Mainland,Didemnum vexillum,"""Mystery"" Colonial Tunicate",FALSE
2014-06-16T00:00:00Z,SMCC Dock,Dock,South Portland,Maine,NA,14.6,Jun,2014,Mainland,"NA",NA,FALSE
2014-06-16T00:00:00Z,SMCC Dock,Dock,South Portland,Maine,NA,14.6,Jun,2014,Mainland,Colpomenia pereqrina,NA,FALSE
2014-06-16T00:00:00Z,SMCC Dock,Dock,South Portland,Maine,NA,14.6,Jun,2014,Mainland,Diadumene lineata,Striped Anemone,FALSE
2014-06-16T00:00:00Z,SMCC Dock,Dock,South Portland,Maine,NA,14.6,Jun,2014,Mainland,Codium fragile,Green Fleece,FALSE
2014-06-16T00:00:00Z,SMCC Dock,Dock,South Portland,Maine,NA,14.6,Jun,2014,Mainland,Corella eumyota,Tunicate,FALSE
2014-06-16T00:00:00Z,SMCC Dock,Dock,South Portland,Maine,NA,14.6,Jun,2014,Mainland,Palaemon elegans,European Rock Shrimp,FALSE
2014-06-16T00:00:00Z,SMCC Dock,Dock,South Portland,Maine,NA,14.6,Jun,2014,Mainland,Tricellaria inopinata,Unexpected Bryozoan,FALSE
2014-06-16T00:00:00Z,SMCC Dock,Dock,South Portland,Maine,NA,NA,Jun,2014,Mainland,Botrylloides violaceus,Sheath Tunicate,TRUE
2014-06-16T00:00:00Z,SMCC Dock,Dock,South Portland,Maine,NA,NA,Jun,2014,Mainland,Botryllus schlosseri,Golden Star Tunicate,TRUE
2014-06-16T00:00:00Z,SMCC Dock,Dock,South Portland,Maine,NA,NA,Jun,2014,Mainland,Membranipora sp.,Lacy Crust Bryozoan,TRUE
2014-06-16T00:00:00Z,SMCC Dock,Dock,South Portland,Maine,NA,NA,Jun,2014,Mainland,Carcinus maenas,Green Crab,TRUE
2014-06-16T00:00:00Z,SMCC Dock,Dock,South Portland,Maine,NA,NA,Jun,2014,Mainland,Ascidiella aspersa,Sea Squirt,FALSE
2014-06-16T00:00:00Z,SMCC Dock,Dock,South Portland,Maine,NA,NA,Jun,2014,Mainland,Hemigrapsus sanguineus,Asian Shore Crab,FALSE
2014-06-16T00:00:00Z,SMCC Dock,Dock,South Portland,Maine,NA,NA,Jun,2014,Mainland,Styela clava,Club Tunicate,TRUE
2014-06-16T00:00:00Z,SMCC Dock,Dock,South Portland,Maine,NA,NA,Jun,2014,Mainland,Ostrea edulis,European Oyster,FALSE
2014-06-16T00:00:00Z,SMCC Dock,Dock,South Portland,Maine,NA,NA,Jun,2014,Mainland,Bugula neritina,Purple Bushy Bryozoan,FALSE
2014-06-16T00:00:00Z,SMCC Dock,Dock,South Portland,Maine,NA,NA,Jun,2014,Mainland,Caprella mutica,Skeleton Shrimp,FALSE
2014-06-16T00:00:00Z,SMCC Dock,Dock,South Portland,Maine,NA,NA,Jun,2014,Mainland,Diplosoma listerianum,Diplosoma Tunicate,FALSE
2014-06-16T00:00:00Z,SMCC Dock,Dock,South Portland,Maine,NA,NA,Jun,2014,Mainland,Didemnum vexillum,"""Mystery"" Colonial Tunicate",FALSE
2014-06-16T00:00:00Z,SMCC Dock,Dock,South Portland,Maine,NA,NA,Jun,2014,Mainland,"NA",NA,FALSE
2014-06-16T00:00:00Z,SMCC Dock,Dock,South Portland,Maine,NA,NA,Jun,2014,Mainland,Colpomenia pereqrina,NA,FALSE
2014-06-16T00:00:00Z,SMCC Dock,Dock,South Portland,Maine,NA,NA,Jun,2014,Mainland,Diadumene lineata,Striped Anemone,FALSE
2014-06-16T00:00:00Z,SMCC Dock,Dock,South Portland,Maine,NA,NA,Jun,2014,Mainland,Codium fragile,Green Fleece,FALSE
2014-06-16T00:00:00Z,SMCC Dock,Dock,South Portland,Maine,NA,NA,Jun,2014,Mainland,Corella eumyota,Tunicate,FALSE
2014-06-16T00:00:00Z,SMCC Dock,Dock,South Portland,Maine,NA,NA,Jun,2014,Mainland,Palaemon elegans,European Rock Shrimp,FALSE
2014-06-16T00:00:00Z,SMCC Dock,Dock,South Portland,Maine,NA,NA,Jun,2014,Mainland,Tricellaria inopinata,Unexpected Bryozoan,FALSE
2014-07-13T00:00:00Z,Peaks Dock,Dock,Portland,Maine,NA,16,Jul,2014,Peaks,Botrylloides violaceus,Sheath Tunicate,TRUE
2014-07-13T00:00:00Z,Peaks Dock,Dock,Portland,Maine,NA,16,Jul,2014,Peaks,Botryllus schlosseri,Golden Star Tunicate,FALSE
2014-07-13T00:00:00Z,Peaks Dock,Dock,Portland,Maine,NA,16,Jul,2014,Peaks,Membranipora sp.,Lacy Crust Bryozoan,TRUE
2014-07-13T00:00:00Z,Peaks Dock,Dock,Portland,Maine,NA,16,Jul,2014,Peaks,Carcinus maenas,Green Crab,FALSE
2014-07-13T00:00:00Z,Peaks Dock,Dock,Portland,Maine,NA,16,Jul,2014,Peaks,Ascidiella aspersa,Sea Squirt,FALSE
2014-07-13T00:00:00Z,Peaks Dock,Dock,Portland,Maine,NA,16,Jul,2014,Peaks,Hemigrapsus sanguineus,Asian Shore Crab,FALSE
2014-07-13T00:00:00Z,Peaks Dock,Dock,Portland,Maine,NA,16,Jul,2014,Peaks,Styela clava,Club Tunicate,FALSE
2014-07-13T00:00:00Z,Peaks Dock,Dock,Portland,Maine,NA,16,Jul,2014,Peaks,Ostrea edulis,European Oyster,FALSE
